estimate_id,paper_key,authors,year,study_label,effect_size_sd,se,ci_lower,ci_upper,n_treatment,n_control,n_total,learning_domain,outcome,outcome_timing,treatment,control,comparison_type,estimand,estimation_method,outcome_with_ai,is_subgroup,subgroup,coding_notes,design_class,included_in_curated_subset,notes,country,population_category,lab_vs_field,study_design,ai_tool,ai_design,incentives,venue,study_sample_n,study_sample_unit,study_sample_review_status,study_recruited_n,study_randomized_n,estimate_analyzed_n,estimate_sample_unit,estimate_sample_review_status,source_document,source_url,source_version,source_locator,extraction_date,review_date,provenance_review_status,provenance_review_basis,derivation_notes,study_sample_review_basis,study_sample_notes,study_sample_missing_reasons,estimate_sample_review_basis,estimate_sample_notes,estimate_sample_missing_reasons,provenance_missing_reasons,release_id,release_date,view_url,selection
lira_etal_2025__est37,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al., retention",0.41,0.057,0.29828,0.52172,,,1294,Writing,"Writing quality (1-day follow-up, no AI)",delayed,Practice with AI writing tool,Practice without AI writing tool,ai_vs_bau,ATE,ANCOVA,false,false,,,online_rct,true,Study 2 follow-up. 87% retention. Effect persists at 1 day.,USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,Study 2 follow-up. 87% retention. Effect persists at 1 day.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
lira_etal_2025__est38,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al., Writing quality (test phase, no AI)",0.2,0.049,0.10396000000000001,0.29604,,,,Writing,"Writing quality (test phase, no AI)",immediate,Practice with AI writing tool,Practice with professional editor feedback,ai_vs_active,ATE,ANCOVA,false,false,,active control,online_rct,false,"Study 3 (February 20, 2026 version), AI practice versus professional-editor feedback. Table S20, supplement p.18, GPT-4o main specification: d=0.20 favoring AI, SE=0.049. The printed table uses the reverse contrast sign. Table S18 reports 2,997 participants across three allocated arms, not an analyzed pair count; Section D1 reports attrition. The analyzed contrast N is not separately verified and is left blank.",USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,,participants,reviewed,Lira et al (2026) - Coach Not Crutch.pdf,,2026-02-20; linked PDF SHA-256 bdfea4f418945145002585f3c57d2f22a87303704e4effc066b66030798818d3,"Study 3, Supplement Tables S17–S20; Table S20, printed supplement p. 18.",,2026-09-23,reviewed,primary_source,"AI-versus-editors d=-0.20, SE=0.049 in the source's contrast direction. Reverse only the effect sign for AI-favorable direction: +0.20, SE=0.049. The prior 0.050 belongs to the adjacent AI-versus-Google contrast.",,,{},primary_source,Source study totals and allocation counts must not be read as the analyzed two-arm contrast count. See the estimate's notes for the verified sample definition.,"{""n"":""The analyzed AI-versus-editor contrast counts were not separately established from the source table."",""treatment_n"":""The analyzed AI-versus-editor contrast counts were not separately established from the source table."",""control_n"":""The analyzed AI-versus-editor contrast counts were not separately established from the source table.""}","{""extraction_date"":""Original extraction date was not recorded. This corrective source review was completed on 2026-09-23."",""source_url"":""The versioned local PDF is linked from the study record; a separate source landing URL was not verified.""}",2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
lira_etal_2025__est39,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al., Study 4 (example only)",0.36,0.056,0.25024,0.46975999999999996,679,672,2003,Writing,"Writing quality (test phase, no AI)",immediate,Shown AI-generated example only (no practice),Practice without AI writing tool,ai_vs_bau,ATE,ANCOVA,false,false,,,online_rct,true,"Study 4 (2026 version; labeled Study 5 in the 2025 draft). Example-only as effective as practice with AI (d=0.03 difference). Mechanism: learning by example. Effect/SE from the test-phase writing-quality table, main GPT-4o spec (See-AI-example vs Practice-without-AI = .36, SE .056; Table S27 in the Sep-2025 draft = S29 in arXiv v4): the in-text d=.37 is rounded, and the previously stored SE .057 belonged to the adjacent contrast. Arm Ns 679/672 (balance table). [corrected 2026-07, W. Erda round]",USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,"Study 4 (2026 version; labeled Study 5 in the 2025 draft). Example-only as effective as practice with AI (d=0.03 difference). Mechanism: learning by example. Effect/SE from the test-phase writing-quality table, main GPT-4o spec (See-AI-example vs Practice-without-AI = .36, SE .056; Table S27 in the Sep-2025 draft = S29 in arXiv v4): the in-text d=.37 is rounded, and the previously stored SE .057 belonged to the adjacent contrast. Arm Ns 679/672 (balance table). [corrected 2026-07, W. Erda round]",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
lira_etal_2025__est40,lira_etal_2025,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,"Lira et al., Study 2",0.38,0.054,0.27416,0.48584,,,2238,Writing,"Writing quality (GPT-4o rated, test phase, no AI)",immediate,Practice with AI writing tool,Practice without AI writing tool,ai_vs_bau,ATE,ANCOVA,false,false,,,online_rct,true,Study 2. Test phase: writing without AI. Pre-registered.,USA,Adults general,Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,Prolific pay; performance-incentivized writing tests,"Working paper (arXiv v4, Feb 2026)",9875,unknown,unreviewed,,,,unknown,unreviewed,Lira et al (2026) - Coach Not Crutch.pdf,,,,,,unreviewed,,Study 2. Test phase: writing without AI. Pre-registered.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
nie_etal_2025__est41,nie_etal_2025,"Allen Nie, Yash Chandak, Miroslav Suzara, Ali Malik, Juliette Woodrow, Matt Peng, Mehran Sahami, Emma Brunskill, Chris Piech",2025,"Nie et al., Exam participation rate",,,,,3581,2250,5831,Coding,Exam participation rate,immediate,Access to GPT-4 chat interface (advertisement + access),No access to GPT-4,ai_vs_bau,ITT,t-test (mean comparison),false,false,,no SD effect; non-standard outcome,online_rct,false,"ITT. Only 14.2% of treatment group used GPT-4. Raw effect: -4.4pp exam participation (SE 1.34, 95% CI [-7.10, -1.82], Fig. 3b; pp units). Bonferroni-corrected p=0.020.",Global,Adults general,Online,RCT,GPT-4 (custom interface),Unrestricted,None,ACM L@S 2025 (DOI 10.1145/3698205.3733960),5831,unknown,unreviewed,,,,unknown,unreviewed,Nie et al (2025) - ACM LaS - GPT Surprise Coding Class.pdf,,,,,,unreviewed,,"ITT. Only 14.2% of treatment group used GPT-4. Raw effect: -4.4pp exam participation (SE 1.34, 95% CI [-7.10, -1.82], Fig. 3b; pp units). Bonferroni-corrected p=0.020.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
nie_etal_2025__est42,nie_etal_2025,"Allen Nie, Yash Chandak, Miroslav Suzara, Ali Malik, Juliette Woodrow, Matt Peng, Mehran Sahami, Emma Brunskill, Chris Piech",2025,"Nie et al., Exam score (LATE, imputed for missingnes",0.4,,,,510,,5831,Coding,"Exam score (LATE, imputed for missingness)",immediate,"Used GPT-4 (adopters, LATE estimate)",Would-be adopters without access,ai_vs_bau,LATE,"IV (LATE estimator, E2=E1/P(complier))",false,false,,,online_rct,false,"LATE for adopters (14.2% compliance), imputing for missingness. ES=0.40; raw LATE +6.86pp, 90% BCa CI [0.30, 14.13] (Table 2; pp units). Preferred estimate. Not significant after Bonferroni.",Global,Adults general,Online,RCT,GPT-4 (custom interface),Unrestricted,None,ACM L@S 2025 (DOI 10.1145/3698205.3733960),5831,unknown,unreviewed,,,,unknown,unreviewed,Nie et al (2025) - ACM LaS - GPT Surprise Coding Class.pdf,,,,,,unreviewed,,"LATE for adopters (14.2% compliance), imputing for missingness. ES=0.40; raw LATE +6.86pp, 90% BCa CI [0.30, 14.13] (Table 2; pp units). Preferred estimate. Not significant after Bonferroni.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
vanzo_etal_2024__est43,vanzo_etal_2024,"Alessandro Vanzo, Sankalan Pal Chowdhury, Mrinmaya Sachan",2025,"Vanzo et al., Learning gain on MCQ test (24 items), po",0.251,,,,37,39,76,Language,"Learning gain on MCQ test (24 items), pooled",immediate,Interactive GPT-4 homework sessions,Standard homework submitted via online platform,ai_vs_bau,ITT,t-test (mean comparison),false,false,,no SE/CI,field_rct,false,Not significant. Pooled across 3rd and 5th year. One-sided t-test. ACL 2025 published version.,Italy,High school,Field,RCT,GPT-4 (gpt-4-0125-preview),Tutoring,None,"ACL 2025 (Long Papers, pp. 31119-31136)",76,unknown,unreviewed,,,,unknown,unreviewed,Vanzo et al (2025) - ACL - GPT-4 as Homework Tutor.pdf,,,,,,unreviewed,,Not significant. Pooled across 3rd and 5th year. One-sided t-test. ACL 2025 published version.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
vanzo_etal_2024__est44,vanzo_etal_2024,"Alessandro Vanzo, Sankalan Pal Chowdhury, Mrinmaya Sachan",2025,"Vanzo et al., Learning gain on MCQ test (24 items), 3r",0.603,,,,19,20,39,Language,"Learning gain on MCQ test (24 items), 3rd year only",immediate,Interactive GPT-4 homework sessions (grammar exercises),Standard homework,ai_vs_bau,ITT,t-test (mean comparison),false,true,Grade: Younger,N = 39; no SE/CI,field_rct,false,"Significant (one-sided, p=0.044, ACL version). Objective/grammar homework type.",Italy,High school,Field,RCT,GPT-4 (gpt-4-0125-preview),Tutoring,None,"ACL 2025 (Long Papers, pp. 31119-31136)",76,unknown,unreviewed,,,,unknown,unreviewed,Vanzo et al (2025) - ACL - GPT-4 as Homework Tutor.pdf,,,,,,unreviewed,,"Significant (one-sided, p=0.044, ACL version). Objective/grammar homework type.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
vanzo_etal_2024__est45,vanzo_etal_2024,"Alessandro Vanzo, Sankalan Pal Chowdhury, Mrinmaya Sachan",2025,"Vanzo et al., Learning gain on MCQ test (24 items), 5t",-0.004,,,,18,19,37,Language,"Learning gain on MCQ test (24 items), 5th year only",immediate,Interactive GPT-4 homework sessions (essay/literature questions),Standard homework,ai_vs_bau,ITT,t-test (mean comparison),false,true,Grade: Older,N = 37; no SE/CI,field_rct,false,Essentially zero effect. Mismatch between essay homework and objective test.,Italy,High school,Field,RCT,GPT-4 (gpt-4-0125-preview),Tutoring,None,"ACL 2025 (Long Papers, pp. 31119-31136)",76,unknown,unreviewed,,,,unknown,unreviewed,Vanzo et al (2025) - ACL - GPT-4 as Homework Tutor.pdf,,,,,,unreviewed,,Essentially zero effect. Mismatch between essay homework and objective test.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
wang_etal_2025__est46,wang_etal_2025,"Rose E. Wang, Ana T. Ribeiro, Carly D. Robinson, Susanna Loeb, Dora Demszky",2025,"Wang et al., Exit ticket passed (binary) - low-rated",0.18,,,,,,,Math,Exit ticket passed (binary) - low-rated tutor subgroup,immediate,Tutor CoPilot (AI suggestions to low-rated tutors),"Business-as-usual (low-rated tutors, no AI)",ai_vs_bau,ITT,"OLS (FE, clustered; treatment x tutor-rating interaction)",false,true,Tutor quality: Bottom tercile,N unknown; no SE/CI; non-standard outcome,field_rct,false,Bottom tercile of tutor quality. Low-rated tutors + CoPilot = high-rated tutors without it.,USA,Elementary,Field,RCT,Tutor CoPilot (GPT-4 with Bridge method),tutoring,None,Working paper,1787,unknown,unreviewed,,,,unknown,unreviewed,Wang et al (2025) - Tutor CoPilot.pdf,,,,,,unreviewed,,Bottom tercile of tutor quality. Low-rated tutors + CoPilot = high-rated tutors without it.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
wang_etal_2025__est47,wang_etal_2025,"Rose E. Wang, Ana T. Ribeiro, Carly D. Robinson, Susanna Loeb, Dora Demszky",2025,"Wang et al., Exit ticket passed (binary)",0.08,0.021,0.04,0.12,386,396,4136,Math,Exit ticket passed (binary),immediate,Tutor CoPilot (AI provides real-time suggestions to human tutors),Business-as-usual tutoring (no AI assistance for tutors),ai_vs_bau,ITT,"OLS (school x grade FE, clustered SE)",false,false,,non-standard outcome,field_rct,false,"AI assists the TUTOR, not student directly. Tutor-level randomization (782 tutors). 4,136 sessions. $20/tutor/year. Raw effect +4pp (SE 0.01, Table 2); SE converted to the same binary-outcome SD units as the effect.",USA,Elementary,Field,RCT,Tutor CoPilot (GPT-4 with Bridge method),tutoring,None,Working paper,1787,unknown,unreviewed,,,,unknown,unreviewed,Wang et al (2025) - Tutor CoPilot.pdf,,,,,,unreviewed,,"AI assists the TUTOR, not student directly. Tutor-level randomization (782 tutors). 4,136 sessions. $20/tutor/year. Raw effect +4pp (SE 0.01, Table 2); SE converted to the same binary-outcome SD units as the effect.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
wiles_etal_2024__est48,wiles_etal_2024,"Emma Wiles, Lisa Krayer, Mohamed Abbadi, Urvi Awasthi, Ryan Kennedy, Pamela Mishkin, Daniel Sack, Francois Candelon",2026,"Wiles et al., Post-experiment knowledge (without AI, 5",,,,,,,,Coding,"Post-experiment knowledge (without AI, 5 questions)",immediate,ChatGPT access + prompting training,Google/Stack Overflow training (no ChatGPT),ai_vs_active,ITT,"OLS (treatment-dummy regression, robust SE)",false,false,,no SD effect; no SE/CI,field_rct,false,"No consistent difference on 5 post-experiment knowledge questions without ChatGPT (two of five marginal at p<0.10, opposite signs). No learning retained. N varies by question: 253-573 (Table B7).",Global,Professional,Field,RCT,ChatGPT (GPT-4),Unrestricted,None,Nature Human Behaviour (forthcoming),573,unknown,unreviewed,,,,unknown,unreviewed,Wiles et al (2024) - GenAI as Exoskeleton.pdf,,,,,,unreviewed,,"No consistent difference on 5 post-experiment knowledge questions without ChatGPT (two of five marginal at p<0.10, opposite signs). No learning retained. N varies by question: 253-573 (Table B7).",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
wiles_etal_2024__est49,wiles_etal_2024,"Emma Wiles, Lisa Krayer, Mohamed Abbadi, Urvi Awasthi, Ryan Kennedy, Pamela Mishkin, Daniel Sack, Francois Candelon",2026,"Wiles et al., Coding task score (with AI access)",,,,,167,133,300,Coding,Coding task score (with AI access),immediate,ChatGPT access + prompting training,Google/Stack Overflow training (no ChatGPT),ai_vs_active,ITT,"OLS (treatment-dummy regression, robust SE)",true,false,,no SD effect,field_rct,false,"Raw ATE +0.490 on the benchmark-normalized coding score (SE 0.036, 95% CI [0.42, 0.56], Table B3); not SD units. Score normalized to data-scientist benchmark. Effect during AI use.",Global,Professional,Field,RCT,ChatGPT (GPT-4),Unrestricted,None,Nature Human Behaviour (forthcoming),573,unknown,unreviewed,,,,unknown,unreviewed,Wiles et al (2024) - GenAI as Exoskeleton.pdf,,,,,,unreviewed,,"Raw ATE +0.490 on the benchmark-normalized coding score (SE 0.036, 95% CI [0.42, 0.56], Table B3); not SD units. Score normalized to data-scientist benchmark. Effect during AI use.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
xu_etal_2025__est50,xu_etal_2025,"Xu, X., Qiao, L., Cheng, N., Liu, H., & Zhao, W.",2025,"Xu et al., Academic achievement (posttest, ANCOVA a",0.36,,,,35,33,68,General knowledge,"Academic achievement (posttest, ANCOVA adjusted)",immediate,GenAI (ChatGPT 4.0) + metacognitive support,GenAI (ChatGPT 4.0) without metacognitive support,ai_design,ATE (complete-case),ANCOVA (pre-test covariate),false,false,,not RCT,observational,false,"Both groups used ChatGPT; treatment = metacognitive prompts. F=3.939, p=0.051; paper reports no SE for Cohen's d (Table 2's 0.997 is the adjusted-mean SE in raw points). 4-week experiment.",China,Undergraduate,Field,quasi-experiment,ChatGPT 4.0,with guardrails,None,"British Journal of Educational Technology (2025), 56, 1842-1863",68,unknown,unreviewed,,,,unknown,unreviewed,Xu et al (2025) - Metacognitive Support in GenAI Environments.pdf,,,,,,unreviewed,,"Both groups used ChatGPT; treatment = metacognitive prompts. F=3.939, p=0.051; paper reports no SE for Cohen's d (Table 2's 0.997 is the adjusted-mean SE in raw points). 4-week experiment.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
xu_etal_2025__est51,xu_etal_2025,"Xu, X., Qiao, L., Cheng, N., Liu, H., & Zhao, W.",2025,"Xu et al., SRL: task strategy",0.69,,,,35,33,68,General knowledge,SRL: task strategy,immediate,GenAI (ChatGPT 4.0) + metacognitive support,GenAI (ChatGPT 4.0) without metacognitive support,ai_design,ATE (complete-case),t-test (independent-samples mean comparison),false,false,,not RCT; no SE/CI; non-standard outcome,observational,false,Both groups used ChatGPT; treatment = metacognitive prompts. d from t=2.833.,China,Undergraduate,Field,quasi-experiment,ChatGPT 4.0,with guardrails,None,"British Journal of Educational Technology (2025), 56, 1842-1863",68,unknown,unreviewed,,,,unknown,unreviewed,Xu et al (2025) - Metacognitive Support in GenAI Environments.pdf,,,,,,unreviewed,,Both groups used ChatGPT; treatment = metacognitive prompts. d from t=2.833.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
chung_etal_2025__est52,chung_etal_2025,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,"Chung et al., Standardized in-person final Python cert",0.156,0.072,0.014880000000000004,0.29712,,,770,Coding,Standardized in-person final Python certification exam (no AI/devices allowed),immediate,Personalized problem sequencing (POMDP-based RL adaptive algorithm) + GenAI chatbot tutor,Fixed problem sequence (easy-to-hard) + same GenAI chatbot tutor,ai_design,ITT,OLS,false,false,,active control,field_rct,false,"Active control: both arms have same GenAI chatbot; randomization is over adaptive (POMDP+RL) vs. fixed problem sequencing, not AI access. 5-month course in partnership with Taipei City Government. Spec (1): no controls, N=770. Certification exam was the end-of-course terminal assessment of the ~5-month course (June 2025), coded immediate per the atlas convention.",Taiwan,High school,Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,Certification valid for college applications,"SSRN preprint (March 2026, id 6423358)",770,unknown,unreviewed,,,770,participants,reviewed,Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,linked PDF SHA-256 cb31d0f2e8898f7ace2d0865756472450a5e30dffaa7cf81109b0aa0d32a243e,"Figure 2(b), column 1 (unadjusted OLS); study design and Python certification description.",,2026-09-23,reviewed,primary_source,"Retain the source-reported standardized coefficient and SE. Correct the learning domain to Coding: the outcome is the Python certification exam, not mathematics.",,,{},primary_source,770 participants in the unadjusted regression. Treatment/control counts are not separately recorded for this endpoint.,"{""treatment_n"":""Outcome-specific treatment/control counts have not been separately established for this regression."",""control_n"":""Outcome-specific treatment/control counts have not been separately established for this regression.""}","{""extraction_date"":""Original extraction date was not recorded. This corrective source review was completed on 2026-09-23."",""source_url"":""The versioned local PDF is linked from the study record; a separate source landing URL was not verified.""}",2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
chung_etal_2025__est53,chung_etal_2025,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,"Chung et al., Standardized in-person final Python cert",0.15,0.067,0.018680000000000002,0.28132,,,716,Coding,Standardized in-person final Python certification exam (no AI/devices allowed),immediate,Personalized problem sequencing (POMDP-based RL adaptive algorithm) + GenAI chatbot tutor,Fixed problem sequence (easy-to-hard) + same GenAI chatbot tutor,ai_design,ITT,OLS,false,false,,active control,field_rct,false,"Active control: both arms have same GenAI chatbot; randomization is over adaptive (POMDP+RL) vs. fixed problem sequencing, not AI access. 5-month course in partnership with Taipei City Government. Spec (2): baseline controls + school FE + grade FE, N=716. Certification exam was the end-of-course terminal assessment of the ~5-month course (June 2025), coded immediate per the atlas convention.",Taiwan,High school,Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,Certification valid for college applications,"SSRN preprint (March 2026, id 6423358)",770,unknown,unreviewed,,,716,participants,reviewed,Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,linked PDF SHA-256 cb31d0f2e8898f7ace2d0865756472450a5e30dffaa7cf81109b0aa0d32a243e,"Figure 2(b), column 2 (adjusted OLS); study design and Python certification description.",,2026-09-23,reviewed,primary_source,"Retain the source-reported standardized coefficient and SE. Correct the learning domain to Coding: the outcome is the Python certification exam, not mathematics.",,,{},primary_source,"716 complete cases in the adjusted regression, not all 770 participants. Outcome-specific treatment/control counts are not separately recorded.","{""treatment_n"":""Outcome-specific treatment/control counts have not been separately established for this regression."",""control_n"":""Outcome-specific treatment/control counts have not been separately established for this regression.""}","{""extraction_date"":""Original extraction date was not recorded. This corrective source review was completed on 2026-09-23."",""source_url"":""The versioned local PDF is linked from the study record; a separate source landing URL was not verified.""}",2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__est54,liu_etal_2026,Liu et al.,2026,"Liu et al., Exp 1 (Math)",-0.42,0.12,-0.66,-0.19,185,122,307,Math,"Unassisted solve rate, 3 fraction problems (Exp 1)",immediate,GPT-5 sidebar access during learning phase,No AI access,ai_vs_bau,ATE (complete-case),t-test (mean comparison),false,false,,,online_rct,true,Pre-exclusion N=354. Test = 3 fraction problems with AI removed. Skip rate d=+0.25.,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,Pre-exclusion N=354. Test = 3 fraction problems with AI removed. Skip rate d=+0.25.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__est55,liu_etal_2026,Liu et al.,2026,"Liu et al., Exp 2 (Math)",-0.19,0.084,-0.36,-0.03,308,277,585,Math,"Unassisted solve rate, 3 fraction problems (Exp 2 replication)",immediate,GPT-5 sidebar access during learning phase,"No AI, with reference sidebar (to match interface)",ai_vs_bau,ITT,t-test (mean comparison),false,false,,,online_rct,true,Pre-exclusion N=667. Exp 2 adds pretest-based exclusions and matched-interface control. Skip rate not significant.,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,Pre-exclusion N=667. Exp 2 adds pretest-based exclusions and matched-interface control. Skip rate not significant.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
liu_etal_2026__est56,liu_etal_2026,Liu et al.,2026,"Liu et al., Exp 3 (Reading)",-0.42,0.158,-0.73,-0.11,85,83,168,Language,"Unassisted solve rate, 3 SAT reading-comprehension problems (Exp 3)",immediate,GPT-5 sidebar access during learning phase,"No AI, with test-tips sidebar (matched)",ai_vs_active,ITT,t-test (mean comparison),false,false,,,online_rct,true,Pre-exclusion N=201. Replication in reading-comprehension domain. Skip rate d=+0.42.,USA,Adults general,Online,RCT,GPT-5,Unrestricted,None (flat Prolific pay),Working paper,1060,unknown,unreviewed,,,,unknown,unreviewed,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,,,,,unreviewed,,Pre-exclusion N=201. Replication in reading-comprehension domain. Skip rate d=+0.42.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
shen_and_tamkin_2026__est57,shen_and_tamkin_2026,Shen and Tamkin,2026,Shen & Tamkin,-0.738,0.287,-1.3,-0.176,26,26,52,Coding,"Comprehension / code-reading / debugging quiz, no AI",immediate,GPT-4o coding assistant during Trio task,No AI,ai_vs_bau,ITT,t-test (mean comparison),false,false,,SE back-calculated from N and Cohen's d,online_rct,true,35-min coding task with AI; 14-question (27-point) quiz w/o AI. No significant productivity gain. SE back-calculated from d and N.,USA,Professional,Online,RCT,GPT-4o,Unrestricted,None (flat $150),Working paper,52,unknown,unreviewed,,,,unknown,unreviewed,Shen & Tamkin (2026) - How AI Impacts Skill Formation.pdf,,,,,,unreviewed,,35-min coding task with AI; 14-question (27-point) quiz w/o AI. No significant productivity gain. SE back-calculated from d and N.,,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
ba_etal_2024__est58,ba_etal_2024,"Hongjun Ba, Lili Zhang, Zizheng Yi",2024,"Ba et al., pediatrics",-0.067,0.228,-0.51,0.38,39,38,77,Medicine,closed-book theoretical knowledge exam (unassisted),immediate,"ChatGPT-assisted instruction (2 weeks, pediatric cardiology rotation)",standard bedside teaching (identical cases/instructors),ai_vs_bau,ATE (complete-case),"Independent-samples t-test comparing post-rotation closed-book exam scores between arms; Cohen's d and SE back-calculated from reported group means/SDs (d=-0.067, SE=0.228).",false,false,,post-test means near scale maximum (~92/100); d back-calculated from means/SDs,field_rct,true,"Theoretical exam near ceiling: ChatGPT 92.21±2.37 vs traditional 92.38±2.68 (of 100), t=0.295, p=0.768. Cohen's d back-calculated from group means/SDs (d=-0.067, SE=0.228); source meta-analysis forest plot reports Hedges g=-0.07, 95% CI [-0.51,0.38]. Mini-CEX clinical-skills outcomes favored ChatGPT (clinical judgment p=0.032, doctor-patient communication p=0.02, professionalism p=0.022, overall competence p=0.006) but are reported categorically (cases/%), not SMD-extractable. ChatGPT v4.0; single-center; 2-week rotation; no long-term retention wave.",China,Undergraduate,Field,RCT,ChatGPT,Tutor-scaffolded,No monetary incentives reported; the closed-book theoretical exam and Mini-CEX were embedded assessments in the required 2-week pediatric internship rotation.,BMC Medical Education,77,unknown,unreviewed,,,,unknown,unreviewed,Ba et al (2024) - ChatGPT-Assisted vs Traditional Pediatric Teaching.pdf,,,,,,unreviewed,,"Theoretical exam near ceiling: ChatGPT 92.21±2.37 vs traditional 92.38±2.68 (of 100), t=0.295, p=0.768. Cohen's d back-calculated from group means/SDs (d=-0.067, SE=0.228); source meta-analysis forest plot reports Hedges g=-0.07, 95% CI [-0.51,0.38]. Mini-CEX clinical-skills outcomes favored ChatGPT (clinical judgment p=0.032, doctor-patient communication p=0.02, professionalism p=0.022, overall competence p=0.006) but are reported categorically (cases/%), not SMD-extractable. ChatGPT v4.0; single-center; 2-week rotation; no long-term retention wave.",,,{},,,{},{},2026-09-24.1,2026-09-24,,"{""scope"":""full"",""dataset"":""learning""}"
