paper_key,authors_short,authors_full,year,title,venue,pdf_filename,pdf_url,country,country_emoji,population_category,setting_detail,lab_vs_field,study_design,ai_tool,ai_design,n_total,incentives,learning_domain_primary,summary,image_filename,image_keywords,included_in_curated_subset,coding_notes,avg_effect,n_estimates,is_own_paper,summary_setup,summary_strategy,summary_results,design_class
kreijkes_etal_2026,Kreijkes et al.,"Pia Kreijkes, Viktor Kewenig, Martina Kuvalja, Mina Lee, Jake M. Hofman, Sylvia Vitello, Abigail Sellen, Sean Rintel, Daniel G. Goldstein, David Rothschild, Lev Tankelevitch, Tim Oates",2026,Effects of LLM use and note-taking on reading comprehension and memory: A randomised experiment in secondary schools,"Computers & Education (2026), 243, 105514",Kreijkes et al (2026) - LLM Use and Note-Taking Reading Comprehension.pdf,,England,🇬🇧,High school,"England, secondary school (Year 10, age 14-15)",Field,RCT,GPT-3.5 Turbo (Azure-hosted),Unrestricted,344,None,Language,UK Year 10 students used LLMs vs note-taking to study expository texts. Compared reading comprehension outcomes.,paper-kreijkes_etal_2026.jpg,UK secondary school students reading,false,active control,-0.41,5,false,"Pre-registered RCT in 7 English secondary schools with Year 10 students (ages 14-15). 405 recruited, 344 analyzed. Two sessions: a learning session studying two history passages under different conditions, then a test session three days later assessing literal retention, comprehension, and free recall. Three conditions: LLM only (GPT-3.5 Turbo via Azure; up to 20 prompts, hidden meta-prompt, usage strategy unrestricted), Notes only, and LLM + Notes. No incentives.",Mixed within- and between-participant design. Group 1 (n=184) experienced LLM vs Notes; Group 2 (n=160) LLM vs LLM+Notes. Passage and condition order randomized. Linear mixed-effects models with student random effects; Cohen's d from paired differences.,"Notes significantly outperformed LLM-only on all three outcomes: literal retention d=0.44, comprehension d=0.38, free recall d=0.21. LLM+Notes also beat LLM-only on retention and comprehension (d=0.13-0.14) but not free recall. Yet students preferred the LLM, rated it more helpful, found it less effortful, and spent less time with it.",field_rct
kumar_etal_2023,Kumar et al.,Kumar et al.,2025,Math Education With Large Language Models: Peril or Promise?,AIED 2025 (Springer LNCS 15880),Kumar et al (2025) - AIED - Math Education with Large Language Models.pdf,,USA,🇺🇸,Adults general,"USA, online (MTurk), adult general population, SAT-style math",Online,RCT,GPT-4 (customized pre-prompt),Tutoring with guardrails,400,None (flat $3.30 MTurk pay),Math,"MTurk adults solved SAT-style math problems with vs without GPT assistance, then took unassisted post-test.",paper-kumar_etal_2023.jpg,online math test computer,false,no SD effect; no SE/CI,,2,false,"Pre-registered online experiment with 1,202 MTurk adults on SAT-style math. 2x3 between-subjects design: order (Try First vs See Answer First) crossed with explanation type (Answer only / Stock GPT-4 / Customized GPT-4 with hidden tutor pre-prompt encoding problem-solving strategies). Practice phase on 2 of 4 SAT question types, then a 1-minute Snake distractor, then a test phase on the same question types but with altered numbers, no assistance. Flat $3.30 payment.","Mixed-effects logistic regression of per-question test response, with main effects and interaction of order x explanation type, random effects for participants, fixed effects for question type. Pre-planned contrasts compare cells via z-tests. Free-text strategy descriptions coded via manual labels then GPT-4 few-shot classification.","LLM explanations boosted test accuracy. Largest gains in Try First: ~50% correct in Answer only vs >67% in Stock LLM (z=-3.46, p<0.001) and Customized LLM (z=-4.20, p<0.001). In See Answer First, only Customized LLM beat Answer only marginally. Gains driven by participants adopting LLM-shown strategies. LLM-condition participants reported lower perceived difficulty and >85% felt they learned something.",online_rct
learnlm_team_2025,LearnLM Team,LearnLM Team (Google & Eedi),2025,AI Tutoring UK Classrooms,Working paper,AI Team (2025) - AI Tutoring UK Classrooms.pdf,,UK,🇬🇧,High school,"UK, secondary school (ages 13-15)",Field,RCT,LearnLM (Gemini 2.0 Flash fine-tuned),Socratic / with guardrails,2713,None,Math,LearnLM (Gemini-based tutor) tested against static hints and human tutoring in UK secondary classrooms.,paper-learnlm_team_2025.jpg,secondary school science class,false,no SD effect; active control,,3,false,"Exploratory RCT (May-June 2025, 7 weeks) on the Eedi math platform with N=165 UK Year 9-10 students across 5 secondary schools. The intervention integrated LearnLM (Gemini 2.0 Flash fine-tuned for pedagogy) into chat-based tutoring. 17 expert human tutors supervised LearnLM, approving, editing, or rewriting each drafted message before it reached students. Triggered when a student missed the first question in a study unit. Conditions: static pre-written hints, human tutor alone, or LearnLM (human-supervised).","Two-stage randomization: students first assigned to static hints vs interactive tutoring; tutoring arm further randomized to human-only vs LearnLM. Three outcomes: mistake remediation, misconception resolution, knowledge transfer (correct on first question of next study unit). Bayesian regression with weakly informative priors; posterior means and 95% credible intervals.","LearnLM tutors approved 74.4% of drafted messages without edits; zero harmful content and only 5 factual errors across 3,617 messages. Knowledge transfer: LearnLM 66.2% vs human tutor 60.7% (+5.5pp, 93.6% posterior probability of advantage) and vs static hints 56.2% (>99.9% probability). Mistake remediation: LearnLM 93.0% vs static hint 65.4%.",field_rct
lehmann_etal_2024,Lehmann et al.,"Matthias Lehmann, Philipp B. Cornelius, Fabian J. Sting",2024,AI Meets the Classroom: When Do Large Language Models Harm Learning?,Working paper,Lehmann et al (2024) - When Does ChatGPT Harm Learning.pdf,,Netherlands & Germany,🇳🇱🇩🇪,University (mixed),"Netherlands (Study 1) and Germany (Studies 2, 3); university students, Python programming",Mixed,"Mixed (Study 1: quasi-experimental FE2SLS with outages as IV; Studies 2, 3: RCT)",ChatGPT (Study 1: gpt-3.5-turbo-0613; Studies 2-3: gpt-3.5-turbo-0125),Unrestricted,289,Course grade (Study 1); €10 fixed + €1 per correct post-test answer (Studies 2-3),Coding,"University students learning Python in the Netherlands (Study 1: Dutch graduate courses, ChatGPT outages as instrument) and Germany (Studies 2-3: lab RCTs randomizing ChatGPT access).",paper-lehmann_etal_2024.jpg,programming students laptop coding,true,not RCT; no SD effect; non-standard outcome,0.1213333333,9,false,"Three studies. Study 1 is a field study of two graduate Python programming courses at a Dutch university (Spring 2023, N=113 students, 6,594 student-question observations) where ChatGPT was freely available. Studies 2 and 3 are pre-registered incentivized lab experiments at a German university (10 EUR fixed + 1 EUR per correct post-test question), teaching Python via a pre-test, ~45-min learning phase, and 20-item post-test. Treatment: unrestricted ChatGPT access. Study 3 enables copy-paste (N=69); Study 2 disables it (N=107).",Study 1: FE2SLS at the student-question level instrumenting ChatGPT similarity (and cumulative similarity over prior questions) with contemporaneous and cumulative ChatGPT outage minutes. Studies 2 & 3: OLS regressions of post-test on treatment indicator with pre-registered covariates; pooled analyses identify substitutive vs complementary AI use.,"Study 1 (FE2SLS): higher cumulative ChatGPT use reduces grade on subsequent questions; the contemporaneous boost disappears under IV. Studies 2 & 3: no significant ATE on post-test (Study 2 d≈0.25, Study 3 d≈0.42). Exploratory pooled results: substitutive use (asking for solutions, facilitated by copy-paste) increases topic volume but lowers per-topic understanding; complementary use (asking for explanations) increases understanding. LLMs widen gap between low- and high-prior-knowledge students.",lab_rct
lira_etal_2025,Lira et al.,"Benjamin Lira, Todd Rogers, Daniel G. Goldstein, Lyle Ungar, Angela L. Duckworth",2026,Coach not crutch: Evidence that AI can improve writing skill despite reducing effort,"Working paper (arXiv v4, Feb 2026)",Lira et al (2026) - Coach Not Crutch.pdf,,USA,🇺🇸,Adults general,"USA, online (Prolific), adults",Online,RCT,Custom AI writing tool (GPT-based),Unrestricted,9875,Prolific pay; performance-incentivized writing tests,Writing,"Prolific adults practiced rewriting cover letters with an AI writing tool, without AI, with professional editor feedback, with Google Search, or by viewing an AI-generated example. Practicing with AI improved writing skill more than practicing without AI, with gains persisting one day later.",paper-lira_etal_2025.jpg,adult writing essay laptop,false,,0.3375,8,false,"A descriptive Gallup survey (Study 1, N=2,637 young adults) followed by three pre-registered Prolific experiments with US adults examining whether practicing cover-letter writing with a custom GPT-based AI tool helps or hinders writing skill. Experiment participants completed a baseline pretest, a lesson on five writing principles, random assignment to practice conditions, then a no-AI test (and 1-day follow-up in Studies 2 and 4). Study 2 (N=2,238) compared practice-with-AI vs practice-without-AI; Study 3 (N=2,997) added expert-editor feedback and Google Search arms; Study 4 (N=2,003) added an example-only condition.","RCT with random assignment. Writing quality scored by GPT-4o averaging five-principle ratings (alpha=.81), validated against human RA ratings (r=.70). Effects reported as Cohen's d; BH-corrected heterogeneity by demographics and baseline skill.",Forecasters expected AI to hinder learning (65% vs 35%); the opposite held. Study 2: AI-practice beat no-AI practice on the test phase (d=0.38) and at 1-day follow-up (d=0.41) despite less effort. Study 3: AI-practice beat editor feedback (d=0.20) and Google (d=0.46). Study 4: merely viewing an AI-generated example improved skill as much as practicing with AI (d=0.37 vs no-AI practice). Mechanism: AI teaches by example.,online_rct
nie_etal_2025,Nie et al.,"Allen Nie, Yash Chandak, Miroslav Suzara, Ali Malik, Juliette Woodrow, Matt Peng, Mehran Sahami, Emma Brunskill, Chris Piech",2025,The GPT Surprise: Offering Large Language Model Chat in a Massive Coding Class Reduced Engagement but Increased Adopters' Exam Performances,ACM L@S 2025 (DOI 10.1145/3698205.3733960),Nie et al (2025) - ACM LaS - GPT Surprise Coding Class.pdf,,Global,🌍,Adults general,"Global (146 countries), online intro coding course",Online,RCT,GPT-4 (custom interface),Unrestricted,5831,None,Coding,Global online intro coding course; GPT-4 randomized as a tutoring aid. Measured learning gains across 146 countries.,paper-nie_etal_2025.jpg,online coding course laptop,false,no SD effect; non-standard outcome,0.4,4,false,"Stanford's free online Code-in-Place 2023 intro Python course. From 8,762 enrollees, 5,831 were active after week 1 and randomized 60/40 (3,581 treated / 2,250 control) across 146 countries. At the start of week 4, treated students received an email and a sidebar button granting access to a custom GPT-4 chat interface with system prompts designed to prevent direct solution-giving. Outcomes: optional 4-hour midterm exam in week 6, weekly homework, section attendance. Only 14.2% of treated actually used the GPT-4 interface.",Two estimands: (1) Advertisement Effect / ITT via difference-in-means; (2) LATE for adopters with treatment as instrument for GPT-4 usage. Missing exam scores handled via MCAR (ignore) or MAR (Ridge regression imputation with 2-fold cross-fitting). Bonferroni-corrected p-values; BCa bootstrap CIs.,"Advertisement reduced exam participation by 4.3 pp (44.1% vs 48.5%, p=.020) with parallel declines in week-6 homework and attendance. Effect reverses for low-HDI countries (+14.8 pp participation). LATE for adopters with imputation: +6.86 pp exam score (90% CI [0.30, 14.13], ES=0.40). Adopters skew older, male, higher prior section attendance, and from lower-HDI countries.",online_rct
vanzo_etal_2024,Vanzo et al.,"Alessandro Vanzo, Sankalan Pal Chowdhury, Mrinmaya Sachan",2025,GPT-4 as a Homework Tutor can Improve Student Engagement and Learning Outcomes,"ACL 2025 (Long Papers, pp. 31119-31136)",Vanzo et al (2025) - ACL - GPT-4 as Homework Tutor.pdf,,Italy,🇮🇹,High school,"Italy, high school (technical institute), English as a second language",Field,RCT,GPT-4 (gpt-4-0125-preview),Tutoring,76,None,Language,Italian technical-institute high school students used GPT-4 as a homework tutor for English as a second language.,paper-vanzo_etal_2024.jpg,Italian classroom English language,false,no SE/CI,0.2833333333,3,false,"RCT at Istituto Pindemonte, a technical institute in Verona (Italy). Four English-as-L2 classes taught by the same teacher: two 3rd-year (n=39) and two 5th-year (n=37); N=76 total. 3rd-year homework was objective grammar exercises; 5th-year was open-ended essay/literature questions. Treatment replaced standard homework with interactive GPT-4 (gpt-4-0125-preview) sessions via a custom web platform; control submitted standard homework on the same platform. 6-8 week intervention. No incentives (voluntary).",Stratified randomization within class by self-reported English GPA. Teacher blind to condition. Pre/post-tests with 24 MCQ items. Cohen's d via one-sided t-tests pooled and by cohort. Weekly Likert engagement questionnaires; OLS regression of learning gains on condition and words typed.,"Pooled learning gain d=0.251 (not significant). 3rd year d=0.603 (p=0.044, significant). 5th year d=-0.004 (null). Treatment students reported significantly higher interestingness (d=0.59), and words typed was positively associated with learning gains (r=0.434, p=0.007). Weaker students gained more, consistent with personalized scaffolding. Hallucination rate <0.5%.",field_rct
wang_etal_2025,Wang et al.,"Rose E. Wang, Ana T. Ribeiro, Carly D. Robinson, Susanna Loeb, Dora Demszky",2025,Tutor CoPilot,Working paper,Wang et al (2025) - Tutor CoPilot.pdf,,USA,🇺🇸,Elementary,"USA, grades 3-8 (Title I schools)",Field,RCT,Tutor CoPilot (GPT-4 with Bridge method),tutoring,1787,None,Math,K-12 Title I tutors received an AI-augmented copilot during one-on-one tutoring sessions; measured student math outcomes.,paper-wang_etal_2025.jpg,elementary school tutoring math,false,non-standard outcome (binary exit-ticket pass),0.13,2,false,"Field RCT (Mar-May 2024) with FEV Tutor and a large southern US school district. Nine Title I schools, 1,787 students in grades 3-8 (80% Hispanic, 67% economically disadvantaged) receiving virtual math tutoring; 874 full-time tutors. Treatment tutors received access to Tutor CoPilot, an LLM-based tool built on the Bridge method (GPT-4) that generates real-time pedagogical suggestions during sessions. Final analytic sample: 4,136 sessions with 550,000+ chat messages.","Pre-registered ITT regression of session-level outcomes (primary: exit ticket passed) on tutor-level treatment indicator, controlling for student covariates and school-by-grade fixed effects, with SEs clustered at the student-tutor pair. Heterogeneity by tutor quality and experience terciles. 2SLS for TOT. NLP classifiers measure pedagogical strategy use.","ITT: students of treated tutors are 4 pp more likely to pass exit tickets (62% to 66%, p<0.01). 9 pp gain for lowest-rated tutors and 7 pp for least-experienced. TOT (using vs access): 14 pp. Treated tutors used more 'prompt to explain' and 'guiding questions' and less 'give answer' language. Cost ~$20/tutor/year.",field_rct
wiles_etal_2024,Wiles et al.,"Emma Wiles, Lisa Krayer, Mohamed Abbadi, Urvi Awasthi, Ryan Kennedy, Pamela Mishkin, Daniel Sack, Francois Candelon",2026,Generative AI and the Temporary Upskilling of Knowledge Workers,Nature Human Behaviour (forthcoming),Wiles et al (2024) - GenAI as Exoskeleton.pdf,,Global,🌍,Professional,"Global (BCG consultants), professional workers",Field,RCT,ChatGPT (GPT-4),Unrestricted,573,None,Coding,"Boston Consulting Group consultants worldwide were randomized to use GPT-4 for data-science tasks (coding, statistics, prediction). Measured task performance and skill transfer.",paper-wiles_etal_2024.jpg,consultants office laptop,false,no SD effect (raw benchmark-normalized ATEs),,4,false,"RCT with BCG consultants globally (pre-registered March 2024; ran late March-early April 2024). 986 consultants allocated, 487 in the analytic sample. Treatment: 15-20 min training on ChatGPT (GPT-4) prompting plus access during tasks. Control: equivalent training on Google, Stack Overflow, Khan Academy. 44 BCG data scientists completed the tasks without AI as a benchmark. Each participant randomly assigned 2 of 3 90-min data science tasks (coding, statistics, prediction) designed so ChatGPT alone cannot solve them.","RCT with random assignment stratified on gender, location, role, coding skills, college degree, and prior ChatGPT-for-coding experience. Scores normalized so 0 = average data scientist benchmark. Huber-White robust SEs. Lee bounds for differential attrition.","Treated workers scored 49, 20, and 18 percentage points higher than control on coding, statistics, and prediction tasks. On coding, the treated 95% CI included the data scientist benchmark. But on the post-experiment knowledge test (without ChatGPT), no improvement: 'exoskeleton' gains vanish when AI is removed. Treated workers also became more overconfident in ChatGPT and worse at predicting which problems GPT-4 can solve.",field_rct
xu_etal_2025,Xu et al.,"Xu, X., Qiao, L., Cheng, N., Liu, H., & Zhao, W.",2025,Enhancing self-regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,"British Journal of Educational Technology (2025), 56, 1842-1863",Xu et al (2025) - Metacognitive Support in GenAI Environments.pdf,,China,🇨🇳,Undergraduate,"China, undergraduate (Educational Technology)",Field,quasi-experiment,ChatGPT 4.0,with guardrails,68,None,General knowledge,Chinese undergraduates in Educational Technology used GenAI with vs without metacognitive scaffolding.,paper-xu_etal_2025.jpg,Chinese university computer lab,false,not RCT,0.525,2,false,"Quasi-experiment with Chinese undergraduate sophomores (avg age 19.4) in Educational Technology at a Chinese university, all enrolled in 'Instructional Technology and Media' course. 71 randomized: 36 to experimental (ChatGPT 4.0 + paper-based metacognitive scaffolding prompts), 35 to control (ChatGPT 4.0 alone); 3 non-completers left 35 vs 33 analyzed. Task: 4-week interdisciplinary K-12 lesson design assignment integrating math/IT/biology. Participants told data would not affect course grades (no incentives).","Pretest-posttest design. Academic achievement test (40% theory MC/short-answer, 60% practical instructional design, graded by educators) analyzed via ANCOVA with pretest as covariate. SRL via Barnard et al. (2008) questionnaire across six dimensions; t-tests. Cognitive load and technology acceptance via Likert scales. Semi-structured interviews thematically coded.","Academic achievement: experimental d=0.36 vs control (F=3.94, p=0.051, marginal). SRL: significant gains in task strategy (d=0.69) and self-evaluation (d=0.53); the control group showed declines across five SRL dimensions. Lower cognitive load (d=-0.47) and higher perceived usefulness in experimental. Interviews showed deeper reflection and critical evaluation of ChatGPT outputs in the scaffolded condition.",observational
chung_etal_2025,Chung et al.,"Angel Tsai-Hsuan Chung, Botong Zhang, Ling-Chieh Kung, Hamsa Bastani, Osbert Bastani",2026,Effective Personalized AI Tutors via LLM-Guided Reinforcement Learning,"SSRN preprint (March 2026, id 6423358)",Chung et al (2025) - Personalized AI Tutors via LLM-Guided RL.pdf,,Taiwan,🇹🇼,High school,"Taiwan, high school (10 schools, 8 public + 2 private)",Field,RCT (individual-level),"GenAI chatbot tutor (LLM-based, with guardrails); GPT-4o for problem generation",Adaptive problem sequencing,770,Certification valid for college applications,Coding,Taiwan high school students in 10 schools used either an LLM-guided adaptive RL tutor or a fixed-problem-sequence GenAI tutor.,paper-chung_etal_2025.jpg,Taiwan high school students tablets,false,active control,0.153,6,false,"Five-month 'AI for Python Learning' course (Jan-Jun 2025) in partnership with Taipei City Government across 10 Taipei high schools (8 public, 2 private). 1,047 enrolled; 770 met pre-registration inclusion criteria. Platform combined lecture videos, browser-based coding practice, and an LLM-powered chatbot tutor (both arms); copy-paste was disabled. Students earned a government-endorsed certificate (valid for college applications) by completing modules and passing a proctored final written exam.","Individual-level RCT. Treatment: POMDP-based reinforcement-learning algorithm that adaptively sequences practice problem difficulty using particle-filter belief estimation over knowledge state; uses LLM-derived signals from chat and code-edit traces. Control: fixed easy-to-hard sequence. Same chatbot tutor in both arms. ITT via OLS on standardized final-exam scores. Pre-registered, IRB-approved.","Adaptive sequencing raised exam performance by 0.156 SD without controls and 0.150 SD with baseline controls and FE — about 6-9 months of additional schooling. Heterogeneity: beginners gained 0.215 SD; students with prior Python skill gained ~0 SD. Lower-tier schools gained 0.173 SD; higher-tier 0.039 SD. Mediation: engagement (time, attempts) accounts for essentially the full effect; chat quality (LLM-as-judge) was significantly higher in treatment.",field_rct
liu_etal_2026,Liu et al.,Liu et al.,2026,AI Assistance Reduces Persistence and Hurts Independent Performance,Working paper,Liu et al (2026) - AI Assistance Reduces Persistence.pdf,,USA,🇺🇸,Adults general,"US, Prolific (online)",Online,RCT,GPT-5,Unrestricted,1060,None (flat Prolific pay),Mixed,Three online Prolific experiments testing whether AI assistance reduces task persistence on math and reading problems.,paper-liu_etal_2026.jpg,online study computer adult,false,,-0.3433333333,8,false,"Three RCTs on Prolific (US adults; the paper reports no pre-registration). Exp 1 (N=307 post-exclusions) gives 12 fraction problems with a GPT-5 sidebar (or no AI) followed by 3 unassisted test problems. Exp 2 (N=585) replicates with a pretest-based exclusion and a matched control sidebar (worked pretest solutions) to remove interface asymmetry. Exp 3 (N=168) extends to SAT reading comprehension (5 learning + 3 test passages); control sidebar contains test-taking tips. AI was pre-prompted with each problem and solution, allowing one-word answer requests. Skipping was costless. Pay: $2.60-$3.40.",Random assignment to AI vs control at study entry. Primary outcomes: mean solve rate and skip rate on the final 3 unassisted test problems. Two-sample t-tests on participant means with Cohen's d. Exp 2 adds heterogeneity by self-reported AI usage type (direct answer vs hints vs no use).,"AI access lowers unassisted solve rates: Exp 1 d=-0.42, Exp 2 d=-0.19, Exp 3 d=-0.42. Skip rates rise (Exp 1 d=0.25, Exp 3 d=0.42). Decline concentrates among the 61% who used AI for direct solutions; hint-users (27%) scored like controls (0.76 vs 0.77) and non-users (12%) slightly above (0.89). Effects emerge after only ~10-15 minutes of exposure.",online_rct
shen_and_tamkin_2026,Shen and Tamkin,Shen and Tamkin,2026,How AI Impacts Skill Formation,Working paper,Shen & Tamkin (2026) - How AI Impacts Skill Formation.pdf,,USA,🇺🇸,Professional,"US, online recruited Python developers (>=1 yr exp, no prior Trio)",Online,RCT,GPT-4o,Unrestricted,52,None (flat $150),Coding,Experienced Python developers (≥1 yr experience) randomized to use AI vs no AI for coding tasks; measured skill formation.,paper-shen_and_tamkin_2026.jpg,programmer typing keyboard code,false,SE back-calculated from N and Cohen's d,-0.738,1,false,"Between-subjects online RCT with 52 experienced Python developers (≥1 year Python, no prior Trio library experience) recruited through a crowdwork platform. Flat $150 fee. After a warm-up coding task to calibrate Python familiarity, participants had up to 35 minutes to complete two Trio asynchronous-programming tasks on an online coding-interview platform. Treatment (n=26): chat-based GPT-4o coding assistant prompted to produce full correct solutions. Control (n=26): no AI. Both groups then took a 14-question, 27-point Trio quiz with no AI permitted.","Pre-registered between-subjects randomization with balance on coding experience, Python frequency, prior asyncio use, and async-familiarity score. Primary outcomes: Trio quiz score and task completion time; treatment effects as differences in means and Cohen's d, with one specification controlling for warm-up time. Exploratory analyses decompose quiz scores by question type and qualitatively annotate screen recordings into AI-interaction patterns.","AI assistance reduced quiz scores by 4.15 points on the 27-point quiz (Cohen's d=0.738, p=0.010). No significant difference in task completion time; all 26 AI participants finished both tasks while 4 of 26 controls did not. Control outperformed treatment across all experience strata. Three of six AI-interaction patterns (involving cognitive engagement) preserved learning; full-delegation patterns showed productivity gains but worst learning.",online_rct
ba_etal_2024,Ba et al.,"Hongjun Ba, Lili Zhang, Zizheng Yi",2024,ChatGPT-assisted vs. traditional pediatric clinical training,BMC Medical Education,Ba et al (2024) - ChatGPT-Assisted vs Traditional Pediatric Teaching.pdf,,China,🇨🇳,Undergraduate,China; Sun Yat-sen University medical interns (5-year MBBS) (field),Field,RCT,ChatGPT,Tutor-scaffolded,77,No monetary incentives reported; the closed-book theoretical exam and Mini-CEX were embedded assessments in the required 2-week pediatric internship rotation.,Medicine,"An RCT of 77 medical interns at Sun Yat-sen University found that adding ChatGPT (GPT-4.0) to a two-week pediatric cardiology rotation left closed-book theoretical exam scores unchanged (near ceiling, ~92/100) but improved categorical Mini-CEX clinical-skills ratings.",paper-ba_etal_2024.jpg,"pediatrics, medical interns, bedside teaching, hospital ward, clinical skills, ChatGPT, China",true,post-test means near scale maximum (~92/100); d back-calculated from means/SDs,-0.067,1,false,"In 2023, 77 medical interns (42 male, 35 female) in Sun Yat-sen University's five-year MBBS program completed a two-week pediatric cardiology internship rotation at the First Affiliated Hospital in Guangzhou, China. They were randomly allocated across four rotation groups into a ChatGPT-assisted arm (39) or a standard bedside-teaching arm (38). The ChatGPT-assisted arm used ChatGPT version 4.0, configured to the rotation's objectives, to interactively explore dynamically generated pediatric case vignettes (history-taking, physical exams, differential diagnosis, treatment), with educators reviewing student work and giving feedback. Both arms saw identical cases (e.g., Kawasaki disease, congenital heart disease, nephrotic syndrome), the same instructors, teaching materials (9th-ed. 'Pediatrics' textbook), and course intensity. Assessments were embedded in the rotation and no monetary incentives were reported.","Interns were randomized via a computer-generated list stratified by baseline clinical examination scores, with blinded Mini-CEX assessors; groups were balanced on gender, age, and baseline scores (p>0.05). The primary knowledge contrast is a between-group comparison of post-rotation closed-book theoretical exam scores using an independent-samples t-test (analyzed in R 4.2.2 and SPSS 26). For the atlas, Cohen's d and its standard error were back-calculated from the reported group means and SDs (d=-0.067, SE=0.228); the source meta-analysis reports Hedges g=-0.07, 95% CI [-0.51, 0.38].","Theoretical exam scores were statistically indistinguishable and near ceiling: ChatGPT 92.21±2.37 vs traditional 92.38±2.68 out of 100 (t=0.295, p=0.768; d=-0.067). Mini-CEX clinical-skills ratings favored the ChatGPT group on clinical judgment (p=0.032), doctor-patient communication (p=0.02), professionalism (p=0.022), and overall competence (p=0.006), but these are reported as categorical case counts/percentages rather than means, so they are not SMD-extractable. Trainee satisfaction with the ChatGPT method was uniformly high, with no reported dissatisfaction.",field_rct
bassner_etal_2026,Bassner et al.,"Patrick Bassner, Ben Lenk-Ostendorf, Ramona Beinstingel, Tobias Wasner, Stephan Krusche",2026,Iris tutor vs no-AI — knowledge gain,Computers and Education: Artificial Intelligence,Bassner et al (2026) - Less Stress Better Scores Same Learning.pdf,,Germany,🇩🇪,University (mixed),"Germany (TU Munich), university CS1 (field)",Field,RCT (ID-seeded assignment),Iris tutor and ChatGPT (both GPT-4.0),Tutor-scaffolded,275,"Course bonus points for participating seriously in the tutorial-session experiment, awarded regardless of exercise score or survey answers",Coding,"A three-arm RCT in a TU Munich CS1 course (N=275) found that a scaffolded AI tutor (Iris) and unrestricted ChatGPT both sharply raised programming-exercise scores but produced no advantage in conceptual knowledge gains or code comprehension over a no-AI control, a dissociation of performance from learning. Both AI tools lowered frustration and cognitive load, but only Iris raised intrinsic motivation, while the more-preferred ChatGPT acted as a 'comfort trap.'",paper-bassner_etal_2026.jpg,programming education; Java concurrency; AI coding tutor; university computer science students; coding on laptop; ChatGPT,true,39% post-randomization exclusions (retention 65/61/57% by arm; asymmetric chat-history rule); 6-item knowledge test,0.374858428,6,false,"A three-arm randomized controlled trial run in an introductory programming (CS1) course for management/technical students at the Technical University of Munich, Germany. During regular 90-minute on-site tutorial sessions (35 sessions led by 19 tutors), students attempted a challenging Java concurrency exercise ('Divide and Conquer', implementing a parallel sum with threading primitives); 452 initially participated and 275 remained after eight sequential data-quality filters. Each student was assigned to one of three conditions: Iris, a scaffolded LLM tutor that gives calibrated hints but withholds full solutions; unrestricted ChatGPT that supplies complete solutions on demand (both built on OpenAI GPT-4.0); or a no-AI control using lecture slides and web resources with AI tools prohibited and monitored. Students earned course bonus points simply for participating seriously, independent of their survey answers or exercise score. Pre/post knowledge tests and a post code-comprehension task measured learning, while the Artemis platform auto-graded exercise performance.","Assignment to the three arms was randomized using students' university IDs as the seed; baseline balance on gender, programming experience, and age was confirmed (Table 3, all p>.05). Analyses were complete-case on the 275 students passing the quality filters (39.2% excluded). The paper compared arms with one-way ANOVA (Welch's when variances were heterogeneous) using generalized eta-squared, a repeated-measures ANOVA for pre-post knowledge, and Tukey HSD / Games-Howell post-hoc tests; no adjustment for clustering within the 35 tutorial sessions is reported. For this dataset, knowledge-gain effects are meta-analyst-computed Cohen's d standardized by the pooled pre-test SD (Morris), code-comprehension effects are Cohen's d on post-only means/SDs, and the exercise-performance effect is the paper's own reported Cohen's d; gain-score SEs use verified within-person gain variances with the pooled pre-test SD treated as fixed (approximate normal 95% CIs). Other SEs use the large-sample d formula.","Both AI arms sharply outperformed the no-AI control on the exercise itself: ChatGPT users passed 71.84% of test cases and Iris users 57.50%, versus 29.85% for control (one-way ANOVA F=29.69, eta_g^2=.179, p<.001; ChatGPT vs control d=1.10). Yet this performance gain did not carry over to learning: pre-post knowledge gains were statistically indistinguishable across arms (gains 0.83 ChatGPT / 0.71 Iris / 0.85 control on a 0-6 test; Group x Time F=0.26, p=.773), and post-intervention code comprehension did not differ (1.36 / 1.43 / 1.18 on a 0-3 test; F=2.01, p=.136). Both AI tools reduced frustration and extraneous/germane cognitive load relative to control, but only Iris raised intrinsic motivation (d=0.55, p<.001), while ChatGPT, rated easier and more helpful, showed no motivational benefit, which the authors call a 'comfort trap.'",field_rct
